"","ensembl_id","type","str","symbol","length","chr","total","non_zero","Schizophrenia.A162a","Schizophrenia.A162b","Schizophrenia.A162c","Schizophrenia.A128a","Schizophrenia.A128b","Schizophrenia.A128c","Schizophrenia.A212a","Schizophrenia.A212b","Schizophrenia.A212c","Schizophrenia.A67a","Schizophrenia.A67b","Schizophrenia.A67c","Normal.B272a","Normal.B272b","Normal.B272c","Normal.B190a","Normal.B190b","Normal.B190c","Normal.B367a","Normal.B367b","Normal.B367c","Normal.B226a","Normal.B226b","Normal.B226c","FoldChange","p.value"
"28266","ENSG00000112367.6","protein_coding","+","FIG4",3235,"chr6",48,48,14.0122,10.8581,11.8349,12.3042,12.1808,14.9001,13.5146,16.5167,13.6355,11.8528,15.0526,13.5443,11.031,11.0971,11.2587,15.2932,12.1319,12.7863,12.0264,11.2181,12.8154,11.0839,11.7674,10.4294,1.12080694674924,0.0257818937406205
"28338","ENSG00000118515.7","protein_coding","-","SGK1",6342,"chr6",48,48,1.25029,1.12145,2.00338,1.4155,1.20337,1.66455,0.955303,2.36452,1.78886,1.6863,1.4094,1.87333,1.92006,3.37679,1.48132,2.57882,2.28534,2.02604,2.39144,3.44084,2.78582,1.99746,1.03268,1.69271,0.693695842768348,0.0101664457828176
"28348","ENSG00000120254.11","protein_coding","+","MTHFD1L",3652,"chr6",48,48,8.43163,6.71688,7.28279,6.26128,7.93252,9.27185,13.6752,9.88675,10.5866,10.028,8.96433,7.75561,12.8742,9.25372,10.2501,10.1882,8.65082,10.507,12.0977,8.44336,10.4899,14.3453,12.9216,8.91192,0.828281051472763,0.0312608842848077
"28400","ENSG00000124678.13","protein_coding","-","TCP11",2703,"chr6",48,46,0.0977846,0.214796,0.250693,0.0626634,0.115243,0.147378,0.181736,0.21545,0.193291,0.173702,0.182587,0.0703257,0.375416,0.137391,0.213882,0.201688,0.180743,0.325593,0.0609891,0.43876,0.194148,0.317735,0.108167,0.378246,0.649780730296167,0.0417463686489532
"28434","ENSG00000130340.10","protein_coding","+","SNX9",4198,"chr6",48,48,5.09987,5.73954,5.44779,6.61701,5.78777,7.21189,6.74791,5.99979,6.50726,7.2822,6.25701,6.06768,7.61425,7.43092,5.9217,7.23982,6.67225,6.28927,7.06851,6.49768,7.20878,7.77415,7.3129,7.02219,0.889512996770349,0.00570285765321345
"28443","ENSG00000131016.12","protein_coding","+","AKAP12",8741,"chr6",48,48,12.1255,16.8545,14.3223,14.9401,19.5824,11.3023,15.1924,11.7258,24.9163,25.1263,15.5458,15.1142,18.2843,29.3577,21.7929,14.0797,24.2569,21.3651,24.5366,21.2473,19.572,20.9772,16.8047,16.2972,0.791513994358165,0.025073109447029
"28447","ENSG00000132423.6","protein_coding","-","COQ3",1335,"chr6",48,48,10.8892,10.4376,10.2786,9.51569,8.86669,12.8311,8.09521,10.6875,7.43584,6.68224,7.92775,8.4722,6.84101,7.78901,6.82056,8.06513,6.22121,7.38343,7.7796,9.239,6.94468,7.88073,8.54134,9.70065,1.20291825610594,0.0150803363803634
"28505","ENSG00000137269.10","protein_coding","+","LRRC1",3375,"chr6",48,48,4.15067,3.48356,3.16224,3.66361,4.15334,4.72133,3.73579,5.04713,3.44993,2.25677,4.41946,4.28055,4.40978,3.08099,2.91203,4.24015,2.46084,3.12917,3.02842,2.95174,3.4208,2.92641,3.74242,3.38275,1.17232692041174,0.0493899895700528
"28551","ENSG00000146197.7","protein_coding","+","SCUBE3",7410,"chr6",48,48,5.56446,7.63938,8.02449,7.45177,7.9872,5.05345,4.70681,4.04745,6.59755,8.18783,6.39396,5.02803,6.34504,8.46982,7.50936,5.81212,11.2962,8.05254,6.60749,7.97047,6.89323,11.3005,10.6929,6.30088,0.788503304094424,0.0255126489397392
"28599","ENSG00000152822.9","protein_coding","+","GRM1",6978,"chr6",48,48,0.568168,1.60166,0.898255,0.776746,1.9865,0.456706,1.22022,0.79284,0.973352,1.33823,0.919452,0.858104,1.16337,2.19976,1.512,0.839853,2.47378,1.56391,1.44111,2.48139,1.80493,1.20001,0.712296,0.634908,0.687303218776261,0.0490484025598958
"28600","ENSG00000152894.10","protein_coding","-","PTPRK",7247,"chr6",48,48,4.32192,5.86842,4.32456,4.72121,5.05055,3.71042,4.13484,6.00683,5.01568,5.42056,4.39635,4.30176,7.86465,6.26891,5.14543,7.37214,5.30322,4.15326,5.16376,4.94221,4.73103,6.4884,6.56002,5.1964,0.827772392401556,0.0187203582183349
"28618","ENSG00000155130.5","protein_coding","+","MARCKS",4273,"chr6",48,48,160.3,194.029,228.597,174.731,194.205,203.19,198.578,171.247,173.311,178.237,195.119,221.72,206.33,206.384,184.883,214.658,191.738,183.019,201.003,223.871,204.321,216.468,232.437,232.41,0.918215735436965,0.0371234160582511
"28629","ENSG00000158406.2","protein_coding","-","HIST1H4H",1034,"chr6",48,48,0.383431,0.842253,0.327671,0.16381,0.903774,1.34842,0.15836,0.704015,0.721837,0.353171,1.48495,0.55152,1.30851,0.239438,0.978449,1.05447,1.88994,1.02137,2.07263,2.06455,1.18423,0.622949,1.1876,0.329593,0.56925370988644,0.0309928846484659
"28729","ENSG00000180113.11","protein_coding","+","TDRD6",8977,"chr6",48,48,0.147216,0.226365,0.245324,0.339626,0.503148,0.244067,0.127683,0.308145,0.399089,0.354492,0.189367,0.201165,0.0941991,0.206845,0.128801,0.212551,0.145126,0.294111,0.202004,0.132112,0.194862,0.095671,0.0521112,0.094909,1.77288238405575,0.00507132063071833
"28755","ENSG00000184465.11","protein_coding","-","WDR27",3675,"chr6",48,48,4.89067,5.72694,7.00672,5.71511,5.5943,4.22752,5.3913,5.70477,6.23506,7.2113,7.01317,5.84496,6.02867,5.9958,4.87669,7.23174,7.84336,8.81276,6.19042,6.26062,6.8543,7.59517,8.71959,5.79591,0.858363776523164,0.0366461082959489
"28756","ENSG00000184486.7","protein_coding","+","POU3F2",4081,"chr6",48,48,4.92225,10.0654,7.30592,4.52397,8.24359,1.65944,1.48457,2.06916,4.46255,14.5218,11.3544,15.837,1.61624,11.5266,4.35611,4.64209,23.2642,9.01429,18.0567,15.1697,9.08714,22.6758,18.7992,13.6119,0.569424760128724,0.0428154352762807
"28761","ENSG00000185127.5","protein_coding","+","C6orf120",4169,"chr6",48,48,4.40625,7.52027,7.07043,3.57529,5.19293,4.58656,4.8703,5.13355,7.08962,5.93135,5.56394,7.47777,5.80112,8.3734,5.99756,6.44021,6.6796,6.03748,7.43403,8.4204,9.231,7.57072,8.03703,5.43611,0.800600664695655,0.012110555381005
"28838","ENSG00000197935.6","protein_coding","-","ZNF311",2730,"chr6",48,48,5.76064,5.68896,4.46785,5.64597,5.59104,4.81537,3.95865,4.53303,3.17143,4.22316,4.80075,5.01337,2.97363,4.57976,4.87064,5.24194,4.89145,5.15797,3.80431,3.56225,4.10086,2.59539,3.76984,2.99604,1.18799697100038,0.0403464425843536
"28928","ENSG00000203727.3","protein_coding","+","SAMD5",6089,"chr6",48,48,3.66798,6.29317,6.37116,3.03208,5.37159,3.56557,3.73796,3.80175,6.77858,3.32425,4.48495,3.96477,4.33298,7.35948,4.24881,4.29755,5.7234,7.92057,7.52657,7.75193,5.2573,5.28928,8.08609,6.35256,0.733598960544608,0.00940302000501202
"28987","ENSG00000204389.8","protein_coding","+","HSPA1A",2433,"chr6",48,48,12.5475,8.94872,11.4887,12.4615,9.85843,12.1162,12.7199,11.0105,10.645,9.32727,7.66321,8.7115,9.94035,8.70038,9.02946,10.1392,8.83524,8.24735,9.48602,8.77411,10.7847,8.6484,7.49869,10.3655,1.1543605488124,0.0221270267528469
"29001","ENSG00000204439.3","protein_coding","-","C6orf47",2475,"chr6",48,48,7.90265,6.50968,8.28207,8.62294,7.48861,7.56486,8.33606,8.70601,7.08683,9.10576,8.13139,8.25645,9.02,7.40237,8.05869,6.44282,9.34328,8.39186,9.8579,9.20024,9.68285,10.3234,9.82858,11.2223,0.882499991496152,0.0252281310163768
"29059","ENSG00000206344.6","protein_coding","+","HCG27",1720,"chr6",48,48,0.230504,0.253166,0.196984,0.492381,0.271658,0.347409,0.0952,0.0846456,0.433941,0.758261,0.541994,0.718365,0.688299,0.215912,0.336118,0.475432,1.23084,0.921013,0.862605,1.24113,0.305106,0.249662,0.883929,0.396278,0.566785160339233,0.0372777347015937
"29233","ENSG00000223865.6","protein_coding","+","HLA-DPB1",2060,"chr6",48,48,2.37367,2.39565,2.30261,2.63113,1.89018,1.45035,1.11282,1.83755,2.57247,1.44349,0.851838,0.922769,0.985194,0.841289,1.40321,1.25705,1.3439,2.22156,1.12036,1.38171,1.18883,1.35496,0.312247,0.330873,1.58534581775092,0.0103869066273417
"29346","ENSG00000229921.2","lincRNA","-","KIF25-AS1",2795,"chr6",48,47,0.709244,0.830902,1.21221,0.545407,0.390073,0.21379,0.527262,0.572985,0.934643,1.45586,1.15756,0.850136,0.181529,0.487187,0.258552,0.0487623,0.349587,0.377851,0.117963,0.0848635,0.0625858,0.384096,0.14645,0.243864,3.42656807849668,0.000213657631172344
"29420","ENSG00000233822.3","protein_coding","+","HIST1H2BN",4209,"chr6",48,48,0.156992,0.206911,0.201243,0.362179,0.222025,0.283936,0.155613,0.242132,0.354659,0.123945,0.169371,0.135489,0.281272,0.441161,0.480739,0.485711,0.50298,0.543646,0.430836,0.394477,0.249362,0.204048,0.152822,0.0809692,0.615461563392592,0.0148457271335845
"29542","ENSG00000239264.4","protein_coding","-","TXNDC5",3543,"chr6",48,48,0.335705,0.532579,0.239071,0.14342,0.39564,0.281091,0.462162,0.16437,0.337061,0.456455,0.464327,0.482872,0.334145,0.419271,0.203967,0.269273,0.643492,0.596159,0.74447,0.937259,0.5431,1.45443,0.841728,0.384758,0.58257226074911,0.0317890137839919
"29612","ENSG00000252498.1","snRNA","+","RNU6-1016P",94,"chr6",48,47,9.8414,37.0591,21.6263,5.40572,23.1969,8.47579,5.22587,7.74417,24.6146,23.8643,30.3354,24.2669,3.5984,13.1691,7.68781,4.3497,8.6622,13.1076,7.01504,7.57001,7.44372,6.85244,8.08701,5.43829,2.38388151512583,0.00536248658126801
"29819","ENSG00000272316.1","lincRNA","-","XXbac-BPGBPG55C20.2",5352,"chr6",48,48,1.77788,2.14251,1.6776,1.13932,1.33866,1.52586,1.28499,1.00651,1.56193,1.56934,1.68036,1.34967,1.16921,1.73472,1.6203,1.17141,1.58224,1.38129,0.985671,0.66478,1.01322,0.962824,1.09259,1.2417,1.23493061367152,0.0337053620443174
"29829","ENSG00000272462.2","lincRNA","+","U91328.19",4130,"chr6",48,48,0.063998,0.105435,0.0410184,0.0410119,0.150848,0.0964557,0.15859,0.0705038,0.216866,0.113684,0.0531109,0.20712,0.0409504,0.0899199,0.279963,0.198001,0.118293,0.213094,0.19958,0.172296,0.211777,0.0519878,0.382284,0.247554,0.59783363114505,0.0397369754938926
"29836","ENSG00000272541.1","lincRNA","-","XXbac-BPGBPG55C20.1",578,"chr6",48,47,1.82915,1.25561,1.17236,3.80957,1.34732,3.10143,1.69977,1.00755,0.774788,2.16616,1.61285,1.47994,0.585208,1.07084,1.50032,0.235797,1.12699,0.609051,1.42607,0.820739,0.907928,0.37147,0.60701,2.65328,1.78405605242531,0.0231998820588503
"29856","ENSG00000004864.9","protein_coding","-","SLC25A13",3193,"chr7",48,48,8.69174,7.4097,8.17053,8.32839,6.92658,8.85804,11.0257,10.9888,10.5657,11.2245,8.31229,6.69752,10.2757,7.98643,7.42344,11.7381,9.48638,10.8046,13.7851,10.9943,9.14904,16.0713,14.6326,8.91223,0.816700647771639,0.0404511508105534
"29859","ENSG00000005020.8","protein_coding","-","SKAP2",4168,"chr7",48,48,0.760974,1.2885,0.569022,0.894036,1.30789,1.52922,1.29644,1.2575,2.48912,1.40184,1.07885,1.80148,2.06943,3.2967,1.10964,1.53687,2.34428,2.61828,1.8194,3.64213,2.09846,1.18482,0.827746,1.26737,0.658189757215645,0.0325994313113588
"29889","ENSG00000009335.13","protein_coding","+","UBE3C",5575,"chr7",48,48,13.7015,15.8557,16.1961,13.8238,15.9522,12.4689,12.3359,12.9007,15.7978,16.3289,17.2921,17.5599,15.4715,16.4979,14.8031,14.2035,16.4164,17.4595,18.984,18.082,17.0692,18.4862,16.8136,17.0247,0.895196799389603,0.0172127437683777
"29944","ENSG00000078967.8","protein_coding","+","UBE2D4",4436,"chr7",48,48,6.01792,5.72609,6.11022,6.75837,5.30169,6.46575,5.57379,5.48097,4.24003,4.96282,6.36634,6.21351,5.68071,5.60905,5.01753,3.96336,4.51544,6.62638,5.72305,5.07966,4.9292,4.45295,3.88869,5.10892,1.1422983503243,0.0284105837659874
"29966","ENSG00000091136.9","protein_coding","-","LAMB1",6219,"chr7",48,48,2.25254,1.21365,1.03512,3.54065,1.55275,1.92167,6.00316,2.36447,3.18042,2.16425,5.05252,2.47585,8.75675,9.53453,2.30078,3.59409,2.46146,1.61327,4.42684,1.98329,2.27836,9.25264,4.69194,7.56236,0.560368076602851,0.0450865759228899
"30003","ENSG00000105953.10","protein_coding","+","OGDH",4829,"chr7",48,48,15.9824,16.5016,18.1369,21.0453,18.094,17.1174,19.4296,15.3761,17.2027,18.0088,16.375,16.3362,23.7454,17.0983,20.6216,15.8333,20.3014,25.5513,19.8002,18.2721,21.0464,18.4075,19.4716,21.0662,0.868958146518898,0.00906561278418172
"30070","ENSG00000106333.8","protein_coding","+","PCOLCE",1702,"chr7",48,48,2.32942,0.938091,1.493,1.59228,1.37265,2.57461,3.07862,1.62527,2.23651,1.93103,1.44986,1.11687,1.29179,9.01875,1.10394,1.84176,2.00931,3.6196,1.84031,2.36915,1.95277,5.42451,5.87502,5.8068,0.5156891528646,0.0387267494310166
"30084","ENSG00000106400.7","protein_coding","+","ZNHIT1",1225,"chr7",48,48,56.854,37.9163,35.1258,45.2139,35.9815,61.9494,44.5116,54.433,34.3639,33.8562,31.0669,41.8975,39.2094,34.6611,44.1261,42.2779,30.8417,23.8519,30.9521,34.0784,38.5554,35.7557,33.2235,37.5575,1.20720119259255,0.0414107255452608
"30094","ENSG00000106479.6","protein_coding","+","ZNF862",6950,"chr7",48,48,8.15754,8.85509,8.62874,9.77282,10.6224,6.41965,8.62307,8.06508,9.19281,7.95662,8.43465,8.83442,9.00378,8.92354,9.52448,7.21653,7.75585,7.64846,7.1397,8.15673,7.62633,5.90065,6.36918,7.42893,1.11725366517157,0.0450412068478715
"30104","ENSG00000106546.8","protein_coding","+","AHR",6276,"chr7",48,48,0.189516,0.531933,0.620831,0.296872,0.719688,0.349106,0.52181,0.440761,0.463811,1.13879,1.3718,0.832933,1.13181,1.20318,0.506641,0.477755,0.648699,0.588963,0.998157,1.17161,1.14277,1.84741,4.36981,2.47074,0.451628004030791,0.0411397769122617
"30107","ENSG00000106565.13","protein_coding","-","TMEM176B",1979,"chr7",48,45,0.534233,0.440065,0.513611,0.427941,0.393508,0.704531,0.910149,0.809244,0.867444,0.395415,0.443352,0.240134,0.17092,0.187655,0.438194,0.550947,0.411444,0.355767,0.916315,0.239711,0.176784,0.325482,0.14774,0.172208,1.63189701275321,0.0244671372276138
"30134","ENSG00000122543.6","protein_coding","+","OCM",832,"chr7",48,47,1.42957,0.872285,1.22168,2.23939,2.2464,2.394,1.18085,1.92487,1.70447,0.877833,0.725009,0.685422,1.82948,1.48786,1.216,0.982864,1.1744,1.05779,0.594424,1.14035,1.05125,0.258065,0.421697,0.614422,1.47961517345837,0.0466659823033188
"30217","ENSG00000130429.8","protein_coding","+","ARPC1B",1795,"chr7",48,48,1.32524,0.808625,0.943766,1.79287,0.954459,2.55218,2.37178,2.91992,1.24743,1.4241,1.61914,1.11195,1.69596,1.17238,1.77141,2.27784,1.81448,1.56894,2.84705,2.37854,2.33886,3.70808,2.63872,3.22763,0.695026838664441,0.0254975104437077
"30251","ENSG00000136231.9","protein_coding","-","IGF2BP3",4250,"chr7",48,48,11.1944,15.7785,16.2231,11.6772,13.3762,9.37323,11.3272,13.0518,15.4369,16.2274,17.4059,15.6769,15.3605,16.1946,12.6507,16.5793,16.7831,15.9035,16.4078,13.9526,13.1298,26.1693,24.9862,17.4409,0.811199207232206,0.0358353780650871
"30256","ENSG00000136243.12","protein_coding","+","NUPL2",1982,"chr7",48,48,13.0689,13.9875,13.5901,11.8788,12.1803,11.0544,10.0791,10.4308,11.7116,12.6078,11.9247,9.63879,9.47168,10.3679,9.62567,13.1339,10.3527,9.9464,9.98104,10.1723,12.7092,9.74968,8.73295,8.51138,1.15802225249033,0.00869880589251945
"30287","ENSG00000146707.10","protein_coding","-","POMZP3",1490,"chr7",48,48,14.1912,10.6182,10.8011,9.20786,8.15338,9.62486,18.2426,19.0538,15.4786,11.449,10.5626,11.0355,14.6424,12.8774,14.5501,9.51289,8.96218,7.08788,4.4256,5.41247,5.51785,4.75531,3.2966,5.1463,1.54302276669878,0.0106678295096287
"30336","ENSG00000157212.14","protein_coding","-","PAXIP1",3829,"chr7",48,48,7.10998,8.37758,8.62736,6.54691,8.33869,4.68172,7.44097,7.64264,8.61581,8.54259,7.27533,9.08502,8.30386,8.9876,7.28505,10.3579,9.90962,8.6422,8.09414,6.50439,7.30958,10.3738,11.7134,9.07849,0.866033915343305,0.0457973580660734
"30352","ENSG00000158457.4","protein_coding","+","TSPAN33",1883,"chr7",48,48,5.33396,4.47084,4.2284,4.76744,4.30113,4.86581,4.17404,4.09787,4.87544,3.21377,4.39745,5.65325,6.73626,6.3111,6.37072,4.55991,3.97827,5.32815,6.74122,6.67619,7.15317,3.99089,6.02454,4.79617,0.791933893906775,0.00560922644552901
"30361","ENSG00000158683.3","protein_coding","-","PKD1L1",9092,"chr7",48,48,0.0290708,0.0478932,0.0558973,0.0745179,0.034261,0.0219073,0.108058,0.16013,0.147765,0.126232,0.114596,0.146352,0.0744061,0.245074,0.127172,0.134911,0.107468,0.0967971,0.163185,0.234793,0.153918,0.141691,0.0836097,0.149934,0.622712255384528,0.0189556286808947
"30368","ENSG00000160844.6","protein_coding","-","GATS",2733,"chr7",48,48,0.241778,0.424876,0.185956,0.743707,0.854832,0.65592,0.539223,0.372899,0.491578,0.515385,1.32428,1.49541,0.866356,1.35883,0.951904,0.64829,0.715036,1.15927,1.14607,1.38862,0.896079,1.88549,1.49772,0.748187,0.5916099802652,0.00934282852200936
"30402","ENSG00000164659.10","protein_coding","-","KIAA1324L",6942,"chr7",48,48,6.47263,8.61439,7.83338,7.29536,9.53528,5.56628,5.87327,5.99811,9.23566,6.96631,6.28786,7.66715,8.9167,9.05865,9.11906,9.71821,9.35997,8.69683,12.0399,10.2504,11.1125,11.1035,12.5762,9.25391,0.720639262979347,2.92581546125408e-05
"30415","ENSG00000164778.4","protein_coding","+","EN2",3395,"chr7",48,45,0.0389266,0.171014,0.0498987,0.0498908,0.137629,0.0586689,0.144693,0.214419,0.153893,0.107564,0.129218,0.251961,0.0996318,0.218774,0.340573,0.321156,0.623577,0.207382,1.16539,0.209597,0.10305,2.71945,0.413375,0.903444,0.205828492801171,0.0448480066972389
"30425","ENSG00000164880.11","protein_coding","-","INTS1",7485,"chr7",48,48,24.0123,23.8326,23.2438,25.0278,24.6163,16.8446,19.6449,16.5333,17.4305,24.8262,25.9423,27.6818,27.9051,24.4933,28.0566,24.017,27.4353,26.808,22.9716,25.7316,22.6927,22.2024,26.9994,30.5968,0.870047994610045,0.0207044034790484
"30490","ENSG00000174428.12","protein_coding","+","GTF2IRD2B",4063,"chr7",48,48,4.3911,3.92968,3.75253,3.50181,3.79505,3.28455,3.2644,3.47582,2.79226,3.77492,3.44166,3.275,3.53818,3.65611,2.52564,3.08608,3.20649,3.2058,3.12422,3.61949,2.79849,2.58941,2.5762,2.47442,1.17247688426515,0.00604575481753015
"30559","ENSG00000186480.8","protein_coding","+","INSIG1",3081,"chr7",48,48,25.5647,15.735,26.6123,21.7703,19.2097,18.8126,20.6208,22.7293,23.4742,25.263,18.9732,24.2472,40.2365,21.4553,18.1543,32.5133,23.9966,40.2763,24.72,21.4791,21.9724,29.1994,29.7216,32.0225,0.78336385728195,0.0191165917182605
"30564","ENSG00000187260.11","protein_coding","-","WDR86",2222,"chr7",48,48,6.42342,5.42183,5.4893,7.24169,8.69174,6.09555,4.42153,6.09357,6.95322,9.13299,6.56465,5.30405,5.78465,8.07808,10.4723,5.94968,8.72146,8.47601,8.60621,7.25885,7.4789,9.56627,8.26339,9.816,0.790414514612305,0.00652655981245011
"30571","ENSG00000188175.5","protein_coding","-","HEPACAM2",2348,"chr7",48,47,0.562844,0.185453,0.216447,0.216413,0.663332,0.508981,0.767114,1.30213,0.381454,1.64415,0.280257,0.688147,0.432176,1.52892,0.492439,2.14768,2.0807,1.42432,2.52757,1.51529,0.968508,0.640106,0.273947,0.362861,0.515246326083744,0.0388121561354855
"30576","ENSG00000188707.4","protein_coding","+","ZBED6CL",2871,"chr7",48,48,4.37297,3.13451,4.9565,4.54274,2.54973,3.12196,2.05322,2.8398,3.92557,1.01757,0.55391,0.595895,5.71408,3.66497,4.37972,6.02887,4.5945,4.10765,2.75617,3.55253,3.3511,3.73928,4.88822,8.13123,0.6131015299685,0.00828052997409097
"30584","ENSG00000189143.8","protein_coding","+","CLDN4",4187,"chr7",48,47,0.0946901,0.138666,0.12138,0.161814,0.0743971,0.0951426,0.117323,0.104316,0.124783,0.0622981,0.144067,0.1362,0.403929,0.118261,0.172595,0.292958,0.0388941,0.294271,0.472472,0.16995,0.292451,1.07688,0.153625,0.325578,0.360736076608817,0.0243685200433791
"30591","ENSG00000196275.9","protein_coding","-","GTF2IRD2",4226,"chr7",48,48,4.06537,3.02249,2.56554,3.72747,3.28012,3.81772,2.90601,3.2384,3.00247,3.57994,3.39974,2.96876,4.04203,3.33933,3.21484,3.1283,3.08281,2.7906,2.41858,1.90832,2.56638,2.59115,2.08939,2.86284,1.16275980569168,0.0396746527308839
"30594","ENSG00000196335.8","protein_coding","+","STK31",3761,"chr7",48,48,0.667631,0.424523,0.270257,0.6305,0.372708,0.317758,0.348299,0.425816,0.635047,0.485481,0.714442,0.480154,0.854394,0.559539,0.691719,1.37704,0.822691,0.889205,0.482156,0.756799,0.51162,0.570885,0.388695,0.45307,0.690684991396673,0.0275985161336553
"30614","ENSG00000197362.9","protein_coding","-","ZNF786",3594,"chr7",48,48,3.41973,4.44249,3.39378,3.53462,4.20361,3.71317,3.73595,3.96991,3.61352,4.60139,5.20296,4.60152,4.28224,5.02874,5.38874,3.60256,5.528,6.46469,4.40343,4.35581,3.74775,4.18188,4.45805,4.45675,0.866437000971759,0.0423909384427793
"30629","ENSG00000198750.7","protein_coding","-","GATSL2",1264,"chr7",48,47,0.313661,0.114832,0.402071,0.134003,0.985762,0.47274,0.647722,0.345547,0.767637,1.11436,0.650756,1.2031,0.401404,0.587609,1.0291,0.754773,1.15953,0.974771,0.782532,0.938266,1.38392,1.01919,0.925243,2.02215,0.5970862933619,0.0190884676427652
"30630","ENSG00000198822.6","protein_coding","+","GRM3",4268,"chr7",48,48,1.02182,2.51663,2.5006,1.78586,4.96299,2.33342,4.06675,1.15981,2.50075,9.35071,7.50348,8.95224,2.06057,10.1224,3.01388,2.87398,10.9126,3.87664,12.9009,8.78083,4.67238,9.70922,9.93313,5.31002,0.57808072209209,0.0441156842904596
"30822","ENSG00000213199.3","protein_coding","+","ASIC3",2312,"chr7",48,48,11.4322,7.53365,12.09,14.4324,8.95969,9.90736,10.4819,13.4759,8.13527,8.14567,7.47131,6.86529,12.5088,8.24551,9.06443,8.78343,6.97322,6.92796,6.55991,9.02813,9.15494,5.29345,4.70433,7.73874,1.25212751565151,0.0447555116263379
"30829","ENSG00000213462.4","protein_coding","-","ERV3-1",2719,"chr7",48,48,12.4428,23.8622,21.1212,15.0753,22.3974,10.6953,14.2124,13.6541,18.1722,15.8098,15.9126,15.6603,8.95697,14.1591,9.67437,14.9874,19.9444,14.695,12.0654,10.6427,9.71462,13.8981,12.6671,9.71384,1.31694624765913,0.0138078813696834
"30945","ENSG00000223855.1","lincRNA","+","AC147651.3",3506,"chr7",48,47,0.150777,0.3312,0.289913,1.01454,0.844055,0.681738,0.0934079,0.0415261,0.127732,0.446392,0.578714,0.460858,0.144716,0.17654,0.164895,0.0388735,0.325142,0.0502042,0.0940408,0.0676536,0.149681,0.0612406,0.150108,0.0972046,3.32885307518066,0.00750267948685193
"30973","ENSG00000225968.4","protein_coding","+","ELFN1",3845,"chr7",48,48,5.7743,10.7587,9.95728,7.48881,11.0585,5.43927,7.96362,5.45254,7.43467,8.3985,5.76181,6.89665,4.70647,11.0751,7.85616,6.06129,11.266,10.8493,15.6493,14.9287,11.8286,15.4122,12.0296,13.8713,0.68163439703183,0.00718143678516699
"31052","ENSG00000230658.1","lincRNA","-","KLHL7-AS1",2564,"chr7",48,48,0.257714,0.28305,0.264284,0.330303,0.789686,0.155367,0.638627,0.511043,0.669529,0.183118,0.427746,0.259484,0.593652,0.675919,0.563693,0.903642,1.46082,1.09838,0.835841,0.555055,0.818693,1.17236,1.59644,0.930419,0.42570170551956,0.000200027254044865
"31241","ENSG00000241468.3","protein_coding","-","ATP5J2",655,"chr7",48,48,72.03,42.5473,51.727,70.079,50.4108,94.8771,73.9973,74.4623,38.9712,57.8233,53.5812,71.3927,49.5756,52.1618,55.1644,58.8858,50.9681,42.19,55.874,46.3523,52.0776,52.4482,51.1548,57.7538,1.20379682308731,0.0479280401568921
"31271","ENSG00000244560.2","pseudogene","+","RP4-800G7.2",2804,"chr7",48,48,6.12706,6.41882,4.16869,7.732,5.44349,4.75932,4.08776,4.51725,5.13735,4.35357,4.38071,3.55911,5.7903,3.48765,4.89673,4.81197,4.53005,4.26857,3.70391,3.97578,3.7431,1.99089,2.14799,3.16005,1.3048604091557,0.0195866540230285
"31525","ENSG00000036448.5","protein_coding","+","MYOM2",5014,"chr8",48,48,1.18608,0.839509,1.2501,1.01344,0.869767,1.07257,1.66553,1.9745,1.41416,1.25895,1.49834,1.44065,1.58534,1.13569,1.06654,0.434912,0.779495,0.596783,0.756209,1.13535,0.662868,1.49877,1.18957,1.08751,1.29797535207578,0.0459617531147877
"31567","ENSG00000104228.8","protein_coding","-","TRIM35",4229,"chr8",48,48,7.31248,7.96273,7.17041,7.40959,8.02875,6.45254,7.62771,6.40336,7.6244,7.57422,7.0929,7.55148,9.07812,8.8693,9.53514,7.1223,7.00842,7.74153,8.80986,8.13267,7.81776,7.8187,7.60497,7.21247,0.911725472459061,0.0207819517081162
"31574","ENSG00000104313.13","protein_coding","-","EYA1",4559,"chr8",48,48,0.318867,0.191026,0.148634,0.260069,0.614939,0.349517,0.251417,0.351282,0.229202,1.21295,0.505189,0.646282,0.148388,0.86889,0.221916,0.687581,1.14305,0.424693,1.2656,1.04055,0.613915,0.941916,0.94915,0.934413,0.549712112321324,0.0167627066365599
"31582","ENSG00000104341.12","protein_coding","+","LAPTM4B",3173,"chr8",48,48,38.6513,34.766,33.7958,37.4204,34.9494,45.5737,39.1685,41.8922,32.5321,32.9649,37.3473,36.4545,44.2934,36.5556,34.2538,43.8123,39.0059,39.4968,40.9406,41.3388,36.2755,57.1116,56.4113,40.2773,0.873950145250954,0.0379922471715284
"31623","ENSG00000104687.8","protein_coding","-","GSR",3114,"chr8",48,48,14.5567,17.2463,16.4292,15.6651,16.1052,15.607,16.6163,13.839,17.8326,16.3508,16.5004,15.8103,15.2071,18.6837,18.194,13.8741,16.6301,18.4268,17.9465,18.0523,19.1555,21.4434,18.9472,14.3915,0.912808209632324,0.0444555544384193
